Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
11001.0,9957.0,9050.0,7962.0,15808.0,11088.0,7698.0,-75.14432884275305,1.4634855954103054,7164.0,7577.0,caqueta_20160311,coca,coca
10647.0,9641.0,8758.0,7594.0,19483.0,10663.0,7259.0,-72.48157729300816,2.2147891272773337,3969.0,2045.0,guaviare_20160125,coca,coca
9866.0,8783.0,8027.0,7032.0,15861.0,11280.0,7489.0,-72.15130882596199,2.137607623652678,6321.0,2610.0,guaviare_20160820,coca,coca
11407.0,10338.0,9703.0,8799.0,18225.0,14236.0,9441.0,-75.19838219938671,1.2255850793009122,6763.0,9330.0,caqueta_20160311,coca,coca
11114.0,9975.0,8973.0,7769.0,16660.0,9684.0,6874.0,-75.34990073292654,0.9605343626117097,5639.0,11283.0,caqueta_20160311,coca,coca
9856.0,8667.0,7166.0,6380.0,5223.0,4628.0,4886.0,-71.81703033422971,2.29683393725141,8800.0,1430.0,guaviare_20160820,coca,coca
11156.0,10132.0,9153.0,8051.0,18620.0,11067.0,7572.0,-72.06672141627193,2.2660645637683703,7047.0,1661.0,guaviare_20160125,coca,coca
10356.0,9306.0,8401.0,7373.0,18227.0,11405.0,7434.0,-72.0317000794861,1.9798994122990077,7311.0,3772.0,guaviare_20160125,coca,coca
10514.0,9436.0,8498.0,7467.0,17446.0,11491.0,7427.0,-72.11680233666664,2.146623669199048,6677.0,2543.0,guaviare_20160125,coca,coca
9730.0,8623.0,7922.0,6667.0,18647.0,11485.0,7357.0,-72.13766491718371,2.157235069979259,6422.0,2465.0,guaviare_20160820,coca,coca
10375.0,9369.0,8457.0,7516.0,16235.0,9965.0,7099.0,-71.96369397080022,0.979522746437755,7826.0,11153.0,guaviare_20160125,coca,coca
11315.0,10183.0,9593.0,8178.0,22839.0,14244.0,8748.0,-75.24867121446002,1.1939609353998708,6390.0,9563.0,caqueta_20160311,coca,coca
11236.0,10159.0,9391.0,8474.0,17321.0,14257.0,9549.0,-75.3562360354725,0.9496771688395771,5592.0,11363.0,caqueta_20160311,coca,coca
9575.0,8492.0,7932.0,6775.0,22201.0,12867.0,7793.0,-71.56945352222799,1.3057445495958877,10652.0,8742.0,guaviare_20160820,coca,coca
10040.0,9070.0,8500.0,7293.0,19370.0,10432.0,6861.0,-72.51162736133779,1.4337653228283909,3754.0,7806.0,guaviare_20160125,coca,coca
11423.0,10293.0,9297.0,8027.0,20494.0,12032.0,7669.0,-74.36583551779918,2.008778728092743,12936.0,3558.0,caqueta_20160311,coca,coca
10108.0,9098.0,8371.0,7235.0,18983.0,11195.0,7332.0,-72.28740043020144,1.5004735158454723,5418.0,7312.0,guaviare_20160125,coca,coca
