Costal,Blue,Green,Red,NIR,SWIR1,SWIR2,Longitude,Latitude,x,y,AOI,Target,Prediction
10299.0,9407.0,8738.0,7736.0,19711.0,12611.0,8154.0,-76.31545675421889,3.189657330184415,7530.0,5531.0,cauca_20190903,cana,bosque
9873.0,8903.0,7801.0,6846.0,12819.0,7319.0,5766.0,-76.35856243418813,3.2271808977318956,7211.0,5254.0,cauca_20190903,cana,bosque
11560.0,10498.0,10259.0,8965.0,20892.0,11791.0,8455.0,-76.36165629428847,3.1159296448866756,7187.0,6074.0,cauca_20190903,cana,bosque
10336.0,9431.0,8821.0,7526.0,22450.0,11982.0,7799.0,-76.41555530083048,3.153165906415788,6788.0,5799.0,cauca_20190903,cana,bosque
11001.0,10127.0,9915.0,9080.0,18319.0,13728.0,9414.0,-76.37916198068014,3.188623870257821,7058.0,5538.0,cauca_20190903,cana,bosque
9946.0,8930.0,8257.0,7186.0,20008.0,10848.0,7286.0,-76.4865959387936,3.1890162635775376,6302.0,5534.0,cauca_20190818,cana,bosque
10035.0,9127.0,8167.0,7036.0,17414.0,11874.0,8287.0,-76.36633054593575,3.1815863835489337,7153.0,5590.0,cauca_20190903,cana,bosque
10404.0,9512.0,9025.0,8077.0,16760.0,11621.0,8140.0,-76.36827286664011,3.221334152959258,7139.0,5297.0,cauca_20190903,cana,bosque
10271.0,9496.0,7955.0,6970.0,16832.0,9125.0,6802.0,-76.34958583488321,3.175096471005727,7317.0,5638.0,cauca_20190818,cana,bosque
10112.0,9214.0,8731.0,7763.0,21744.0,12130.0,7930.0,-76.36611237150305,3.220658731271798,7155.0,5302.0,cauca_20190903,cana,bosque
10203.0,9359.0,9036.0,7823.0,22197.0,13213.0,8503.0,-76.36771435732888,3.2073612318086693,7143.0,5400.0,cauca_20190903,cana,bosque
10366.0,9547.0,9234.0,8536.0,18898.0,14104.0,9633.0,-76.41205121011588,3.156833625384647,6814.0,5772.0,cauca_20190903,cana,bosque
8944.0,7891.0,6561.0,5631.0,8690.0,4698.0,4444.0,-76.35242937770045,3.182147457342093,7256.0,5586.0,cauca_20190903,cana,bosque
10448.0,9565.0,9161.0,8725.0,19925.0,13740.0,8728.0,-76.38495641361251,3.1816970965885756,7015.0,5589.0,cauca_20190903,cana,bosque
9644.0,8673.0,7909.0,7036.0,17141.0,10141.0,7368.0,-76.33917155782042,3.158287189128826,7354.0,5762.0,cauca_20190903,cana,bosque
10034.0,9077.0,8509.0,7440.0,18109.0,11930.0,7950.0,-76.41381730625558,3.165378060083409,6841.0,5709.0,cauca_20190818,cana,bosque
10262.0,9423.0,9205.0,8668.0,17392.0,14657.0,10330.0,-76.51452293018804,3.0881813295350145,6094.0,6277.0,cauca_20190818,cana,bosque
10187.0,9289.0,8743.0,7540.0,20987.0,12039.0,8013.0,-76.35351338925774,3.185402051625699,7248.0,5562.0,cauca_20190903,cana,bosque
10428.0,9538.0,9356.0,8176.0,25076.0,14143.0,8795.0,-76.30102192616302,3.195509597533918,7637.0,5488.0,cauca_20190903,cana,bosque
10518.0,9595.0,9152.0,8403.0,16914.0,13669.0,9250.0,-76.35732261489537,3.1042678521865725,7219.0,6160.0,cauca_20190903,cana,bosque
9732.0,8790.0,8109.0,7125.0,18688.0,10633.0,7035.0,-76.3510734959324,3.1774008708058687,7306.0,5621.0,cauca_20190818,cana,bosque
12230.0,11328.0,11501.0,10760.0,21804.0,11924.0,7466.0,-76.36149145594055,3.196651865522716,7189.0,5479.0,cauca_20190903,cana,bosque
10342.0,9410.0,8693.0,7633.0,20351.0,10537.0,7213.0,-76.35490033266522,3.2137547280004135,7238.0,5353.0,cauca_20190903,cana,bosque
10650.0,9789.0,10244.0,8731.0,29057.0,15283.0,9228.0,-76.34242877030123,3.1722568000905023,7330.0,5659.0,cauca_20190903,cana,bosque
11059.0,10206.0,9439.0,8501.0,19799.0,12458.0,8744.0,-76.38132074995795,3.0852433477923,7041.0,6300.0,cauca_20190903,cana,bosque
10069.0,9193.0,8820.0,7741.0,18575.0,12062.0,8107.0,-76.35875717917231,3.1700647086759908,7209.0,5675.0,cauca_20190903,cana,bosque
9865.0,8820.0,7992.0,6888.0,15358.0,8227.0,6024.0,-76.48794400984696,3.187929028764079,6292.0,5542.0,cauca_20190818,cana,bosque
10185.0,9371.0,8939.0,7973.0,18946.0,12439.0,9034.0,-76.37624316550855,3.124457586826815,7119.0,6011.0,cauca_20190818,cana,bosque
10269.0,9362.0,9191.0,8411.0,19666.0,14138.0,9746.0,-76.39537236414195,3.1990481430706956,6938.0,5461.0,cauca_20190903,cana,bosque
10693.0,9848.0,9358.0,8605.0,15621.0,13307.0,12558.0,-76.3965948121837,3.2047444072258435,6929.0,5419.0,cauca_20190903,cana,bosque
